county_state,absolute,latitude,longitude
Franklin MA,43.8,42.578289,-72.558703
Hampden MA,40.4,42.125927,-72.575325
Hampshire MA,45.4,42.312537,-72.573322
Middlesex MA,47.5,42.448546,-71.255223
Nantucket MA,,41.267912,-70.09112
Norfolk MA,49.7,42.202695,-71.14756
Plymouth MA,44.6,42.023962,-70.853689
Suffolk MA,39.8,42.334806,-71.078632
Worcester MA,43.9,42.303704,-71.805321
Alcona MI,42.8,44.665115,-83.467594
Alger MI,45.7,46.388671,-86.70041
Allegan MI,43.0,42.603137,-85.874288
Alpena MI,40.0,45.050953,-83.504463
Antrim MI,40.5,44.978647,-85.198692
Arenac MI,43.4,44.044496,-83.88273
Baraga MI,43.4,46.765021,-88.45426
Barry MI,42.1,42.614153,-85.341744
Bay MI,41.2,43.630574,-83.928385
Benzie MI,41.4,44.650382,-86.016123
Berrien IN,38.5,,
Branch IN,41.9,,
Calhoun MI,36.9,42.289509,-85.101835
Charlevoix MI,41.6,45.247029,-85.115158
Cheboygan MI,41.1,45.512741,-84.518691
Chippewa MI,41.3,46.367641,-84.395364
Clare MI,41.6,43.945731,-84.826409
Clinton MI,45.7,42.891278,-84.55503
Crawford MI,39.6,44.655061,-84.666533
Delta MI,45.2,45.802381,-87.066378
Dickinson MI,44.4,45.833651,-88.01381
Eaton MI,42.0,42.64387,-84.740485
Emmet MI,43.4,45.433951,-84.908934
Genesee MI,35.4,43.006414,-83.694732
Gladwin MI,42.5,43.967071,-84.437377
Gogebic MI,47.6,46.435975,-89.978538
Grand Traverse MI,42.4,44.710656,-85.607171
Gratiot MI,42.4,43.343314,-84.629372
Hillsdale MI,41.2,41.917025,-84.603983
Houghton MI,47.2,47.12765,-88.54161
Huron MI,51.8,43.833604,-83.061783
Ingham MI,37.5,42.68888,-84.487816
Ionia MI,41.5,42.956879,-85.085925
Iosco MI,41.0,44.356582,-83.53696
Iron MI,45.4,46.098021,-88.534279
Iron MI,45.4,46.098021,-88.534279
Isabella MI,41.6,43.607247,-84.799832
Jackson MI,39.0,42.241313,-84.406366
Kalamazoo MI,37.5,42.26348,-85.584896
Kalkaska MI,39.1,44.720698,-85.166074
Kent MI,38.6,42.963793,-85.626605
Keweenaw MI,,47.333639,-88.30247
Lake MI,38.4,43.95981,-85.798358
Lapeer MI,43.6,43.059695,-83.250561
Leelanau MI,43.2,44.909768,-85.732585
Lenawee MI,41.5,41.925187,-84.052388
Livingston MI,42.4,42.573054,-83.857596
Luce MI,,46.334456,-85.550951
Mackinac MI,44.0,45.997905,-84.879992
Macomb MI,42.9,42.58689,-82.957388
Manistee MI,43.4,44.303916,-86.188019
Marquette MI,45.4,46.486961,-87.494598
Mason MI,41.4,43.974937,-86.347842
Mecosta MI,39.2,43.653562,-85.388822
Menominee MI,48.4,45.341048,-87.582124
Midland MI,41.3,43.642775,-84.298064
Missaukee MI,44.2,44.305822,-85.179438
Monroe OH,42.7,39.741292,-81.06521
Montcalm MI,41.4,43.288474,-85.180571
Montmorency MI,46.5,44.999428,-84.123031
Muskegon MI,36.9,43.244173,-86.215441
Newaygo MI,41.2,43.46692,-85.809843
Oakland MI,40.9,42.587535,-83.310386
Oceana MI,43.4,43.632703,-86.304176
Ogemaw MI,41.5,44.287569,-84.123289
Ontonagon MI,44.9,46.720246,-89.2851
Osceola MI,43.0,43.965561,-85.351195
Oscoda MI,41.9,44.696783,-84.147141
Otsego MI,44.9,45.006777,-84.666879
Ottawa MI,45.3,42.909362,-86.021326
Presque Isle MI,46.7,45.356834,-83.873629
Roscommon MI,39.6,44.364864,-84.649836
Saginaw MI,37.5,43.3982,-83.993736
St Clair MI,40.0,,
Sanilac MI,46.0,43.364275,-82.779371
Schoolcraft MI,43.5,46.004789,-86.227647
Shiawassee MI,41.7,42.942805,-84.147237
Tuscola MI,43.2,43.429727,-83.435718
Van Buren MI,38.9,42.260692,-86.00994
Washtenaw MI,38.9,42.256943,-83.727147
Wayne MI,34.6,42.33261,-83.217933
Wexford MI,42.2,44.307684,-85.485562
Aitkin MN,48.1,46.570765,-93.524368
Anoka MN,46.1,45.195145,-93.270245
Becker MN,49.2,46.849159,-95.776251
Beltrami MN,40.3,47.591009,-94.863032
Benton MN,54.7,45.633538,-94.102484
Big Stone MN,58.9,45.400021,-96.443222
Blue Earth MN,49.4,44.129816,-93.998839
Brown MN,56.8,44.284244,-94.599226
Carlton MN,45.4,46.642726,-92.536239
Carver MN,52.5,44.83804,-93.679956
Cass MN,39.4,46.814565,-94.415763
Chippewa MN,52.5,44.960561,-95.620749
Chisago MN,48.4,45.453007,-92.924051
Clay ND,48.1,,
Clearwater MN,47.4,47.561894,-95.388249
Cook MN,,47.783499,-90.337909
Cottonwood MN,54.5,43.94151,-95.119501
Crow Wing MN,46.0,46.430372,-94.158899
Dakota MN,46.9,44.765954,-93.151767
Dodge MN,48.9,44.02998,-92.808798
Douglas MN,52.9,45.909027,-95.39199
Douglas MN,42.6,45.909027,-95.39199
Douglas MN,52.9,45.909027,-95.39199
Douglas MN,42.6,45.909027,-95.39199
Faribault MN,50.4,43.680245,-93.957933
Fillmore MN,55.0,43.692687,-92.082719
Freeborn MN,49.2,43.662563,-93.361794
Goodhue MN,51.6,44.449072,-92.667524
Grant MN,56.9,45.943212,-95.936611
Grant MN,52.4,45.943212,-95.936611
Grant MN,56.9,45.943212,-95.936611
Grant MN,52.4,45.943212,-95.936611
Hennepin MN,41.2,44.974633,-93.36119
Houston WI,53.9,,
Hubbard MN,46.0,47.057887,-94.934153
Isanti MN,49.5,45.544297,-93.261468
Itasca MN,48.7,47.315978,-93.520532
Jackson MN,54.8,43.665988,-95.112558
Kanabec MN,48.3,45.886315,-93.299412
Kandiyohi MN,49.4,45.15505,-95.016796
Kittson ND,56.6,,
Koochiching MN,49.0,48.509405,-93.485728
Lac Qui Parle MN,56.4,,
Lake MN,46.8,47.180205,-91.55743
Lake of The Woods MN,,,
Le Sueur MN,53.5,44.39373,-93.717527
Lincoln MN,58.4,44.375241,-96.253532
Lyon MN,53.9,44.428427,-95.795395
McLeod MN,51.4,44.859713,-94.264668
Mahnomen MN,44.0,47.296073,-95.840755
Marshall MN,53.9,48.310109,-96.532098
Martin MN,52.5,43.665285,-94.511487
Meeker MN,52.1,45.136368,-94.482983
Mille Lacs MN,46.7,45.794231,-93.624487
Morrison MN,50.1,45.983428,-94.327628
Mower MN,49.1,43.665099,-92.898185
Murray MN,54.6,43.98645,-95.74103
Nicollet MN,49.9,44.265357,-94.06079
Nobles MN,53.1,43.636327,-95.667405
Norman ND,51.3,,
Olmsted MN,47.0,44.023967,-92.473176
Otter Tail MN,50.5,46.405065,-95.793598
Pennington MN,52.2,48.102255,-96.148403
Pine MN,46.5,46.03341,-92.892705
Pipestone MN,57.4,43.981472,-96.270609
Polk ND,51.5,,
Pope MN,56.2,45.629871,-95.43713
Ramsey MN,41.9,44.993146,-93.106321
Red Lake MN,61.3,47.876104,-96.135646
Redwood MN,56.6,44.43888,-95.195158
Renville MN,55.7,44.721974,-94.937875
Rice MN,47.4,44.370592,-93.260361
Rock MN,52.8,43.648101,-96.238816
Roseau MN,54.0,48.821304,-95.648394
St Louis MN,45.3,,
Scott MN,49.8,44.713131,-93.467891
Sherburne MN,48.0,45.404646,-93.721897
Sibley MN,55.5,44.582707,-94.168405
Stearns MN,52.3,45.55783,-94.360801
Steele MN,48.2,44.064305,-93.214413
Stevens MN,58.6,45.580687,-95.926026
Swift MN,54.1,45.274076,-95.64442
Todd MN,52.9,46.066924,-94.886512
Traverse MN,,45.751079,-96.54917
Wabasha MN,53.2,44.297858,-92.221086
Wadena MN,53.7,46.524393,-95.04137
Waseca MN,50.9,44.061,-93.549998
Washington MN,48.1,44.988623,-92.920897
Watonwan MN,49.7,43.993423,-94.583786
Wilkin ND,53.0,,
Winona WI,50.9,,
Wright MN,47.8,45.197631,-93.828888
Yellow Medicine MN,53.7,44.737553,-95.825953
Adams MS,37.4,31.547641,-91.352164
Alcorn MS,37.0,34.908785,-88.531068
Amite MS,41.5,31.180019,-90.817613
Attala MS,40.2,33.066234,-89.586852
Benton MS,,34.81011,-89.204186
Bolivar MS,34.2,33.77228,-90.775341
Calhoun MS,39.3,33.929772,-89.306905
Carroll MS,39.8,33.458389,-89.918375
Chickasaw MS,36.5,33.932227,-88.931815
Choctaw MS,42.9,33.342151,-89.236281
Claiborne MS,33.4,31.935954,-90.954141
Clarke MS,40.4,32.062753,-88.730627
Clay MS,34.5,33.62459,-88.69246
Coahoma MS,33.0,34.222427,-90.569863
Copiah MS,36.3,31.889652,-90.3792
Covington MS,39.4,31.637591,-89.548718
De Soto TN,39.8,,
Forrest MS,37.8,31.309039,-89.287875
Franklin MS,41.1,31.473218,-90.872761
George MS,46.1,30.870536,-88.592895
Greene MS,42.2,31.193014,-88.626139
Grenada MS,34.7,33.768122,-89.802799
Hancock MS,40.1,30.379392,-89.405662
Harrison MS,38.1,30.432955,-89.063834
Hinds MS,34.3,32.303868,-90.255669
Holmes MS,35.6,33.090289,-90.0284
Humphreys MS,32.3,33.161583,-90.519097
Issaquena MS,,32.867279,-91.006351
Itawamba MS,39.7,34.292221,-88.40269
Jackson MS,38.5,30.44437,-88.660684
Jasper MS,39.1,31.966737,-89.144535
Jefferson MS,34.2,31.714659,-91.055531
Jefferson Davis MS,37.9,31.574917,-89.814551
Jones MS,39.8,31.668673,-89.16512
Kemper MS,36.4,32.759967,-88.677908
Lafayette MS,37.5,34.361506,-89.526937
Lamar MS,43.2,31.264156,-89.438738
Lauderdale MS,36.2,32.400679,-88.691796
Lawrence MS,41.4,31.555383,-90.109256
Leake MS,40.8,32.725455,-89.504736
Lee MS,36.0,34.274735,-88.702989
Leflore MS,33.7,33.513076,-90.209073
Lincoln MS,39.9,31.550891,-90.456276
Lowndes MS,35.3,33.515351,-88.392697
Marion MS,41.8,31.244447,-89.829694
Marshall TN,34.6,35.488656,-86.772777
Marshall TN,40.4,35.488656,-86.772777
Marshall TN,34.6,35.488656,-86.772777
Marshall TN,40.4,35.488656,-86.772777
Monroe MS,38.5,33.925912,-88.498114
Montgomery MS,39.7,33.496574,-89.682988
Neshoba MS,37.1,32.754204,-89.117671
Newton MS,38.9,32.41204,-89.128073
Noxubee MS,36.7,33.13112,-88.54983
Oktibbeha MS,35.9,33.449231,-88.828709
Panola MS,33.6,34.350009,-89.938355
Pearl River MS,40.3,30.641968,-89.63173
Perry MS,43.6,31.262821,-88.991988
Pike MS,38.0,31.216057,-90.436396
Pontotoc MS,40.8,34.252502,-89.011424
Prentiss MS,37.9,34.631502,-88.552652
Quitman MS,32.7,34.27262,-90.262854
Rankin MS,41.1,32.279373,-90.033002
Scott MS,36.6,32.401463,-89.529197
Sharkey MS,35.8,32.924745,-90.859408
Simpson MS,40.0,31.916008,-89.853775
Smith MS,39.8,31.971849,-89.506985
Stone MS,42.2,30.809011,-89.136496
Sunflower MS,33.4,33.594123,-90.584058
Tallahatchie MS,34.0,33.983144,-90.197125
Tate TN,36.1,,
Tippah MS,40.0,34.767895,-88.925793
Tishomingo MS,43.1,34.723482,-88.228366
Tunica TN,31.8,,
Union MS,40.2,34.484262,-89.007903
Walthall MS,39.1,31.151622,-90.121389
Warren MS,36.1,32.325884,-90.845245
Washington MS,33.2,33.37108,-91.010964
Wayne MS,42.3,31.650101,-88.659321
Webster MS,40.0,33.582221,-89.226172
Wilkinson MS,39.2,31.121531,-91.238269
Winston MS,36.2,33.084925,-89.042843
Yalobusha MS,36.4,34.080595,-89.693557
Yazoo MS,36.1,32.82849,-90.380241
Adair MO,45.8,40.19566,-92.582446
Andrew MO,46.2,39.922565,-94.818293
Atchison MO,49.9,40.421105,-95.437688
Audrain MO,43.9,39.205358,-91.821071
Barry MO,43.3,36.735065,-93.862744
Barton MO,44.9,37.495228,-94.308903
Bates MO,45.6,38.276163,-94.362322
Benton MO,44.5,38.302689,-93.308948
Bollinger MO,43.2,37.338242,-89.998323
Boone MO,39.9,38.959866,-92.321523
Buchanan MO,39.7,39.750602,-94.821954
Butler MO,39.6,36.75379,-90.413589
Caldwell MO,47.0,39.664765,-93.994816
Callaway MO,41.5,38.802239,-91.993447
Camden MO,41.8,38.072828,-92.749496
Cape Girardeau MO,41.4,37.353894,-89.60625
Carroll MO,46.2,39.410155,-93.495631
Carter MO,46.0,36.949427,-90.897277
Cass MO,44.9,38.746895,-94.423526
Cedar MO,42.3,37.767996,-93.895022
Chariton MO,48.9,39.486626,-92.934967
Christian MO,44.2,37.025687,-93.262511
Clark MO,48.0,40.413068,-91.704732
Clay MO,43.6,39.251395,-94.49392
Clinton MO,45.2,39.602093,-94.370131
Cole MO,43.9,38.552393,-92.218634
Cooper MO,44.1,38.909615,-92.772604
Dade MO,47.1,37.415613,-93.829944
Dallas MO,42.6,37.643825,-93.067095
Daviess MO,46.5,39.942683,-93.983258
Dekalb MO,48.0,,
Dent MO,48.3,37.630684,-91.542131
Douglas MO,42.7,36.939746,-92.588247
Dunklin AR,40.0,,
Franklin MO,44.2,38.432966,-90.999826
Gasconade MO,44.1,38.45363,-91.491625
Gentry MO,49.7,40.199987,-94.439143
Greene MO,41.1,37.193837,-93.3083
Grundy MO,43.2,40.091968,-93.595469
Harrison MO,47.1,40.313851,-94.000823
Henry MO,42.0,38.394758,-93.736873
Hickory MO,,37.910659,-93.330251
Holt MO,49.1,40.092393,-95.199972
Howard MO,45.7,39.139325,-92.705762
Howell MO,43.4,36.793133,-91.873823
Iron MO,41.6,37.571851,-90.711599
Jackson MO,37.3,39.010332,-94.446137
Jasper MO,42.2,37.128993,-94.443436
Jefferson MO,42.8,38.340593,-90.475744
Knox MO,,40.151668,-92.150669
Laclede MO,41.9,37.669645,-92.65456
Lafayette MO,44.2,39.056329,-93.840082
Lawrence MO,43.7,37.035398,-93.797074
Lewis IL,48.2,,
Lincoln MO,43.6,39.003625,-90.928671
Livingston MO,46.6,39.795916,-93.554324
Mcdonald AR,41.7,,
Macon MO,46.3,39.798522,-92.51033
Madison MO,43.1,37.535795,-90.300055
Maries MO,44.1,38.171917,-91.878062
Mercer MO,,40.418591,-93.575859
Miller MO,42.9,38.247837,-92.507085
Mississippi MO,38.0,36.857051,-89.365459
Moniteau MO,46.3,38.628938,-92.616373
Montgomery MO,46.4,38.950802,-91.468473
Morgan MO,42.4,38.381506,-92.850304
New Madrid MO,38.7,36.605307,-89.65871
Newton MO,44.0,36.921798,-94.41138
Nodaway MO,51.5,40.352749,-94.867916
Oregon MO,46.8,36.618129,-91.464771
Osage MO,54.2,38.453819,-91.883136
Ozark AR,43.6,,
Pemiscot AR,37.5,,
Perry MO,46.5,37.713672,-89.857097
Pettis MO,43.2,38.702201,-93.246549
Phelps MO,41.4,37.942882,-91.748715
Platte MO,43.8,39.262166,-94.684698
Polk MO,43.4,37.601813,-93.404415
Pulaski MO,41.1,37.824257,-92.1773
Putnam MO,,40.480842,-92.979269
Ralls IL,48.1,,
Randolph MO,40.0,39.412906,-92.451935
Ray MO,47.0,39.335641,-94.06127
Reynolds MO,47.5,37.336586,-90.972986
Ripley MO,39.7,36.627212,-90.791802
St Charles MO,44.3,,
Ste Genevieve MO,45.2,,
St Francois MO,40.5,,
St Louis MO,39.1,,
Saline MO,43.1,39.111933,-93.204898
Schuyler MO,,40.461815,-92.521984
Scotland MO,,40.448001,-92.146652
Scott MO,41.8,37.014498,-89.577839
Shannon MO,42.7,37.069627,-91.429472
Shelby MO,54.8,39.761774,-92.077052
Stoddard MO,44.4,36.850777,-89.969639
Stone MO,43.3,36.717605,-93.438433
Sullivan MO,46.5,40.217733,-93.103734
Taney MO,40.2,36.656706,-93.189979
Texas MO,43.7,37.328457,-91.968488
Vernon MO,43.6,37.835598,-94.340355
Warren MO,41.8,38.788663,-91.10358
Washington MO,41.0,37.953147,-90.785675
Wayne MO,43.6,37.107087,-90.512622
Webster MO,41.2,37.263337,-92.907363
Worth MO,,40.482258,-94.438797
Wright MO,43.0,37.192204,-92.429174
St Louis City MO,32.2,,
Beaverhead MT,51.2,45.221056,-112.696186
Big Horn WY,33.9,44.629497,-108.244578
Big Horn WY,53.2,44.629497,-108.244578
Big Horn WY,33.9,44.629497,-108.244578
Big Horn WY,53.2,44.629497,-108.244578
Blaine MT,39.9,48.441261,-108.899086
Broadwater MT,,46.302846,-111.535578
Carbon MT,49.9,45.321484,-109.084478
Carter SD,,,
Cascade MT,45.8,47.491839,-111.306258
Chouteau MT,51.8,47.956366,-110.403274
Custer MT,50.8,46.403369,-105.817008
Daniels MT,,48.783416,-105.43032
Dawson MT,56.1,47.134482,-104.750559
Deer Lodge MT,45.2,46.137755,-112.954087
Fallon MT,,46.358863,-104.309448
Fergus MT,50.3,47.097548,-109.417095
Flathead MT,45.1,48.247204,-114.279524
Gallatin MT,47.0,45.682805,-111.128283
Garfield MT,,47.299773,-106.97783
Glacier MT,34.4,48.60292,-112.799156
Golden Valley MT,,46.287061,-109.139695
Golden Valley MT,,46.287061,-109.139695
Granite MT,,46.448832,-113.293879
Hill MT,42.9,48.515786,-109.762794
Jefferson MT,49.1,46.254092,-112.053101
Judith Basin MT,,47.102395,-110.177445
Lake MT,41.8,47.601938,-114.120003
Lewis and Clark MT,44.7,46.64477,-112.021955
Liberty MT,,48.563509,-111.000283
Lincoln MT,47.7,48.545504,-115.437677
McCone MT,,47.561984,-105.644548
Madison MT,,45.43599,-111.949217
Meagher MT,,46.526827,-110.875445
Mineral MT,,47.185566,-114.899744
Missoula MT,44.0,46.875472,-114.019007
Musselshell MT,,46.417552,-108.490425
Park MT,45.2,45.59709,-110.599015
Petroleum MT,,47.012441,-108.296716
Phillips MT,51.6,48.374315,-107.857685
Pondera MT,50.4,48.210126,-112.14458
Powder River MT,,45.440737,-105.535004
Powell MT,45.8,46.449212,-112.760484
Prairie MT,,46.807847,-105.269953
Ravalli MT,47.7,46.352649,-114.117267
Richland ND,58.9,46.264153,-96.76635
Richland ND,56.2,46.264153,-96.76635
Richland ND,58.9,46.264153,-96.76635
Richland ND,56.2,46.264153,-96.76635
Roosevelt MT,42.4,48.132541,-105.24766
Rosebud MT,40.5,45.907996,-106.611337
Sanders MT,48.3,47.636131,-115.177085
Sheridan MT,,48.737464,-104.499376
Silver Bow MT,47.5,45.98796,-112.524356
Stillwater MT,52.6,45.613806,-109.249493
Sweet Grass MT,,45.830248,-109.915919
Teton MT,52.5,47.771875,-112.054612
Toole MT,,48.585262,-111.85338
Treasure MT,,46.255884,-107.241002
Valley MT,50.7,48.233939,-106.546143
Wheatland MT,,46.459736,-109.844091
Wibaux MT,,46.969011,-104.196159
Yellowstone MT,46.9,45.791309,-108.539417
Adams NE,49.7,40.583763,-98.414536
Antelope NE,53.4,42.149596,-98.05683
Arthur NE,,41.569808,-101.673813
Banner NE,,41.557925,-103.702088
Blaine NE,,41.901108,-100.007203
Boone NE,61.3,41.68018,-98.01636
Box Butte NE,51.6,42.13504,-102.903704
Boyd NE,,42.891084,-98.730816
Brown NE,,42.538836,-99.852141
Buffalo NE,51.0,40.737667,-99.07016
Burt NE,50.8,41.845797,-96.34254
Butler NE,55.1,41.248949,-97.141234
Cass NE,49.5,40.946526,-96.062535
Cedar SD,63.2,,
Chase NE,,40.500254,-101.619767
Cherry NE,50.4,42.784561,-100.754886
Cheyenne WY,50.8,,
Clay NE,55.9,40.545465,-98.029666
Colfax NE,55.4,41.517571,-97.076554
Cuming NE,56.9,41.897578,-96.759175
Custer NE,54.6,41.401093,-99.672832
Dakota IA,49.2,,
Dawes NE,53.8,42.785306,-103.066266
Dawson NE,49.3,40.828531,-99.858944
Deuel NE,,41.088793,-102.345568
Dixon IA,52.9,,
Dodge NE,51.0,41.473485,-96.53063
Douglas NE,40.0,41.25991,-96.061471
Dundy KS,,,
Fillmore NE,56.8,40.540682,-97.578024
Franklin NE,,40.187621,-98.946914
Frontier NE,,40.607972,-100.404194
Furnas NE,55.3,40.248006,-99.925599
Gage NE,49.0,40.274482,-96.714139
Garden NE,,41.422768,-102.320765
Garfield NE,,41.800943,-99.107238
Gosper NE,,40.592124,-99.830993
Grant NE,,41.984368,-101.731402
Greeley NE,,41.556319,-98.497703
Hall NE,48.5,40.915597,-98.377535
Hamilton NE,52.6,40.878695,-98.021089
Harlan NE,,40.145693,-99.40221
Hayes NE,,40.49563,-101.058515
Hitchcock NE,,40.211961,-101.006845
Holt NE,57.7,42.4584,-98.742988
Hooker NE,,42.016041,-101.062839
Howard NE,55.7,41.189549,-98.493475
Jefferson NE,55.0,40.164028,-97.140354
Johnson NE,,40.401369,-96.228933
Kearney NE,52.2,40.506264,-98.992742
Keith NE,51.9,41.141877,-101.696492
Keya Paha NE,,42.868344,-99.703607
Kimball WY,,,
Knox SD,58.9,,
Lancaster NE,42.4,40.801058,-96.673551
Lincoln NE,47.5,41.119635,-100.78923
Logan NE,,41.484178,-100.500737
Loup NE,,41.816483,-99.402546
McPherson NE,,41.57331,-100.986347
Madison NE,50.8,42.003908,-97.461692
Merrick NE,51.4,41.1312,-98.039353
Morrill NE,56.1,41.707123,-103.159224
Nance NE,,41.403829,-97.895028
Nemaha NE,55.7,40.403957,-95.836309
Nuckolls NE,,40.115021,-98.061108
Otoe NE,49.9,40.669495,-96.029874
Pawnee NE,,40.134921,-96.184059
Perkins NE,,40.847278,-101.672531
Phelps NE,50.8,40.468151,-99.406756
Pierce NE,57.2,42.262663,-97.591986
Platte NE,54.3,41.469013,-97.387409
Polk NE,,41.174759,-97.555813
Red Willow NE,51.7,40.205475,-100.587807
Richardson NE,51.7,40.099947,-95.673464
Rock NE,,42.536442,-99.495235
Saline NE,55.0,40.578252,-97.02001
Sarpy NE,45.2,41.153107,-96.033892
Saunders NE,51.3,41.199571,-96.571016
Scotts Bluff NE,47.0,41.865018,-103.68038
Seward NE,52.9,40.873593,-97.106037
Sheridan SD,52.6,,
Sherman NE,,41.223634,-98.97165
Sioux NE,,42.379652,-103.825082
Stanton NE,,41.985653,-97.251636
Thayer NE,59.4,40.179229,-97.62535
Thomas NE,,41.966823,-100.546734
Thurston NE,35.6,42.159409,-96.515688
Valley NE,,41.57337,-98.947749
Washington NE,53.3,41.507053,-96.158296
Webster NE,,40.200266,-98.485192
Wheeler NE,,41.880574,-98.543873
York NE,53.7,40.864374,-97.605431
Churchill NV,43.9,39.473584,-118.795661
Clark NV,39.9,36.143366,-115.14994
Douglas CA,43.0,,
Elko NV,46.3,40.870907,-115.518595
Esmeralda NV,,37.708803,-117.677756
Eureka NV,,39.866898,-116.147686
Humboldt NV,46.4,41.034176,-117.745055
Lander NV,48.2,40.520911,-116.94321
Lincoln NV,,37.6903,-114.644504
Lyon NV,41.1,39.34878,-119.325133
Mineral NV,,38.590037,-118.638693
Nye NV,41.6,36.468656,-116.165792
Pershing NV,,40.34344,-118.294549
Storey NV,,39.389364,-119.624138
Washoe NV,41.1,39.535558,-119.795493
White Pine NV,48.1,39.273238,-114.862381
Carson City NV,41.9,39.166134,-119.753711
Belknap NH,44.7,43.5174,-71.44059
Carroll NH,44.7,43.810972,-71.166412
Cheshire NH,42.2,42.898264,-72.262715
Coos VT,45.7,,
Grafton VT,43.7,,
Hillsborough NH,44.2,42.879889,-71.532928
Merrimack NH,43.2,43.246442,-71.586214
Rockingham NH,45.0,42.936726,-71.104266
Strafford NH,43.1,43.247646,-70.954943
Sullivan VT,41.8,,
Atlantic PA,38.9,,
Bergen NJ,52.4,40.918799,-74.057383
Burlington PA,44.0,,
Camden PA,39.9,,
Cape May PA,42.7,,
Cumberland PA,39.1,40.204609,-77.099379
Cumberland PA,46.3,40.204609,-77.099379
Cumberland PA,39.1,40.204609,-77.099379
Cumberland PA,46.3,40.204609,-77.099379
Essex NJ,38.7,40.768705,-74.216402
Gloucester PA,43.7,,
Hudson NJ,44.1,40.742925,-74.061278
Hunterdon NJ,51.2,40.572183,-74.896782
Mercer NJ,39.4,40.255566,-74.70034
Middlesex NJ,47.0,40.485529,-74.387921
Monmouth NJ,45.1,40.291301,-74.14773
Morris NJ,49.5,40.859552,-74.501661
Ocean NJ,45.6,39.973657,-74.21461
Passaic NJ,42.3,40.925361,-74.191473
Salem PA,42.3,,
Somerset NJ,46.7,40.561176,-74.578798
Sussex NJ,47.8,41.091219,-74.654037
Union NJ,43.8,40.659609,-74.294239
Warren NJ,47.1,40.795162,-75.016426
Bernalillo NM,39.6,35.107877,-106.616039
Catron NM,,33.928093,-108.549207
Chaves NM,41.2,33.364652,-104.51261
Cibola NM,36.5,35.113977,-107.804609
Colfax NM,44.7,36.702618,-104.643736
Curry NM,43.1,34.420099,-103.215708
De Baca NM,,34.465462,-104.257875
Dona Ana TX,41.3,,
Eddy NM,47.9,32.547601,-104.291387
Grant NM,41.3,32.780455,-108.242693
Guadalupe NM,,34.930036,-104.792489
Harding NM,,35.861023,-103.984528
Hidalgo NM,42.2,32.275633,-108.76674
Lea NM,48.6,32.753117,-103.193711
Lincoln NM,44.2,33.420964,-105.631173
Los Alamos NM,49.2,35.868766,-106.270283
Luna NM,41.4,32.217487,-107.740412
Mckinley AZ,32.1,,
Mora NM,,35.99928,-105.241049
Otero NM,41.5,32.806642,-105.989844
Quay NM,43.2,35.180626,-103.65613
Rio Arriba NM,38.8,36.201002,-106.204801
Roosevelt NM,42.4,34.167549,-103.348217
Sandoval NM,38.1,35.328605,-106.64926
San Miguel NM,40.1,35.573296,-105.309684
Santa Fe NM,40.5,35.630805,-106.004953
Sierra NM,40.8,33.109273,-107.277841
Socorro NM,39.9,34.153828,-106.957793
Taos NM,39.8,36.433447,-105.609376
Torrance NM,41.6,34.867124,-106.100997
Union NM,,36.455575,-103.262118
Valencia NM,39.0,34.752149,-106.722542
Albany NY,42.3,42.678976,-73.81304
Allegany NY,43.9,42.228245,-78.019297
Bronx NY,38.5,40.849354,-73.882363
Broome NY,42.9,42.121306,-75.934245
Cattaraugus NY,44.2,42.224267,-78.607656
Cayuga NY,43.3,42.93537,-76.560044
Chautauqua PA,42.6,,
Chemung NY,41.0,42.118262,-76.813046
Chenango NY,43.3,42.481195,-75.570326
Clinton NY,44.2,44.730039,-73.545325
Columbia NY,42.0,42.273336,-73.681049
Cortland NY,43.6,42.59613,-76.145474
Delaware NY,45.5,42.244535,-74.993985
Dutchess NY,43.0,41.681015,-73.839417
Erie NY,42.6,42.889478,-78.792596
Essex NY,45.9,44.174474,-73.689906
Franklin NY,41.5,44.712835,-74.344365
Fulton NY,42.9,43.059172,-74.330346
Genesee NY,44.6,42.999625,-78.173095
Greene NY,45.2,42.299303,-73.975873
Hamilton NY,,43.612034,-74.385121
Herkimer NY,45.0,43.070536,-74.995034
Jefferson NY,43.2,44.019125,-75.89664
Kings NY,41.8,40.650523,-73.954811
Lewis NY,50.2,43.789217,-75.449321
Livingston NY,45.6,42.766358,-77.7642
Madison NY,44.0,42.984471,-75.717386
Monroe NY,39.3,43.161503,-77.619988
Montgomery NY,43.6,42.933549,-74.343088
Nassau NY,49.7,40.716587,-73.602242
New York NY,40.7,40.777958,-73.966303
Niagara NY,41.5,43.134704,-78.852109
Oneida NY,43.4,43.147454,-75.359106
Onondaga NY,40.3,43.067188,-76.167442
Ontario NY,43.9,42.899374,-77.260129
Orange NY,42.3,41.422034,-74.243059
Orleans NY,44.8,43.248317,-78.223294
Oswego NY,42.9,43.391821,-76.313145
Otsego NY,45.4,42.563531,-75.060062
Putnam NY,51.5,41.411282,-73.717247
Queens NY,46.8,40.721294,-73.833451
Rensselaer NY,42.8,42.699991,-73.629889
Richmond NY,46.5,40.588523,-74.137304
Rockland NJ,44.5,,
St Lawrence NY,44.7,,
Saratoga NY,45.5,43.008801,-73.785787
Schenectady NY,41.5,42.809284,-73.946182
Schoharie NY,45.4,42.642508,-74.436027
Schuyler NY,44.3,42.387815,-76.869122
