county_state,absolute,latitude,longitude
Seneca NY,45.4,42.827354,-76.828521
Steuben NY,45.1,42.266288,-77.320329
Suffolk NY,47.2,40.821924,-73.113775
Sullivan NY,42.3,41.700086,-74.707459
Tioga NY,41.6,42.12098,-76.297151
Tioga NY,49.1,42.12098,-76.297151
Tioga NY,41.6,42.12098,-76.297151
Tioga NY,49.1,42.12098,-76.297151
Tompkins NY,43.3,42.460259,-76.477416
Ulster NY,42.6,41.841064,-74.100745
Warren NY,43.2,43.396992,-73.714626
Washington NY,43.5,43.290255,-73.458693
Wayne NY,42.0,43.143734,-77.126682
Westchester NY,45.0,41.040536,-73.804532
Wyoming NY,47.5,42.725754,-78.218884
Yates NY,45.6,42.633657,-77.078037
Alamance NC,36.5,36.071263,-79.414193
Alexander NC,37.7,35.890299,-81.191638
Alleghany VA,41.6,37.800535,-79.929401
Alleghany VA,41.6,37.800535,-79.929401
Anson NC,33.6,34.972824,-80.110145
Ashe NC,37.5,36.415077,-81.489759
Avery NC,40.3,36.07632,-81.943907
Beaufort NC,37.4,35.519484,-76.956571
Bertie NC,37.4,36.083776,-76.968883
Bladen NC,36.3,34.607845,-78.64109
Brunswick NC,36.1,34.03637,-78.229195
Buncombe NC,38.2,35.587674,-82.550087
Burke NC,36.2,35.730474,-81.638347
Cabarrus NC,35.7,35.399234,-80.612525
Caldwell NC,34.7,35.873614,-81.503741
Camden VA,37.5,,
Carteret NC,39.7,34.746773,-76.804454
Caswell NC,36.7,36.402606,-79.361931
Catawba NC,36.0,35.695409,-81.245839
Chatham NC,38.7,35.744124,-79.236572
Cherokee NC,39.8,35.106484,-84.016472
Chowan VA,37.9,,
Clay NC,41.9,35.035248,-83.807512
Cleveland NC,35.2,35.292496,-81.517017
Columbus NC,35.5,34.27927,-78.709221
Craven NC,36.9,35.066758,-77.038555
Cumberland NC,35.9,35.056493,-78.936138
Currituck VA,38.3,,
Dare NC,39.7,35.907564,-75.674875
Davidson NC,36.2,35.853743,-80.199539
Davie NC,40.0,35.929813,-80.52158
Duplin NC,38.8,34.936096,-77.943354
Durham NC,33.6,35.989801,-78.9062
Edgecombe NC,33.1,35.903736,-77.656297
Forsyth NC,35.0,36.106431,-80.256625
Franklin NC,34.9,36.047826,-78.340858
Gaston NC,34.7,35.275594,-81.156574
Gates VA,37.7,,
Graham NC,43.0,35.330969,-83.787962
Granville NC,37.4,36.223855,-78.657114
Greene NC,35.8,35.468776,-77.669536
Guilford NC,35.4,36.065215,-79.850251
Halifax NC,34.9,36.353153,-77.672949
Harnett NC,36.3,35.359863,-78.847096
Haywood NC,40.2,35.517983,-82.939915
Henderson NC,39.9,35.34095,-82.472355
Hertford NC,35.2,36.351304,-77.009973
Hoke NC,32.5,34.989624,-79.177133
Hyde NC,,35.43421,-76.208134
Iredell NC,35.2,35.707328,-80.869103
Jackson NC,40.8,35.335275,-83.202489
Johnston NC,38.1,35.560263,-78.411954
Jones NC,38.8,35.027454,-77.353062
Lee NC,36.8,35.459779,-79.173135
Lenoir NC,36.5,35.262323,-77.631874
Lincoln NC,37.6,35.485027,-81.178511
McDowell NC,37.8,35.667958,-82.021507
Macon NC,42.7,35.157148,-83.380756
Madison NC,40.0,35.839078,-82.638666
Martin NC,36.5,35.83274,-77.100767
Mecklenburg NC,35.0,35.223469,-80.81662
Mitchell NC,41.2,35.962278,-82.114348
Montgomery NC,35.9,35.338988,-79.88204
Moore NC,36.8,35.244618,-79.44678
Nash NC,36.7,35.947411,-77.923901
New Hanover NC,35.8,34.211687,-77.879277
Northampton NC,36.0,36.431948,-77.434731
Onslow NC,39.0,34.741545,-77.400612
Orange NC,36.9,35.978596,-79.081244
Pamlico NC,38.3,35.105356,-76.775886
Pasquotank VA,36.2,,
Pender NC,36.3,34.469476,-77.836015
Perquimans VA,39.4,,
Person NC,37.1,36.373422,-78.970901
Pitt NC,35.2,35.57917,-77.381178
Polk SC,38.2,,
Randolph NC,39.1,35.766292,-79.827981
Richmond NC,34.4,34.943604,-79.733496
Robeson NC,33.0,34.674582,-79.093867
Rockingham NC,36.5,36.402247,-79.772606
Rowan NC,35.1,35.620395,-80.521966
Rutherford NC,36.0,35.348446,-81.894978
Sampson NC,36.8,35.033839,-78.396164
Scotland NC,32.9,34.786334,-79.47868
Stanly NC,39.6,35.321525,-80.247474
Stokes NC,38.0,36.35064,-80.273917
Surry NC,40.1,36.431314,-80.656971
Swain NC,39.5,35.438412,-83.413457
Transylvania NC,39.5,35.2102,-82.745507
Tyrrell NC,,35.907144,-76.238874
Vance NC,32.7,36.331178,-78.402101
Wake NC,38.4,35.797203,-78.673074
Warren NC,36.0,36.409715,-78.138543
Washington NC,36.6,35.864206,-76.649275
Watauga NC,43.0,36.220299,-81.685479
Wayne NC,37.6,35.370731,-77.988459
Wilkes NC,38.7,36.193059,-81.134214
Wilson NC,35.4,35.726988,-77.931323
Yadkin NC,40.5,36.163573,-80.675351
Yancey NC,39.6,35.910155,-82.292339
Adams ND,,46.032949,-102.625989
Barnes ND,58.0,46.92752,-98.033032
Benson ND,41.4,48.020822,-99.146122
Billings ND,,47.016207,-103.308303
Bottineau ND,62.2,48.820134,-100.650317
Bowman ND,,46.171185,-103.396646
Burke ND,,48.771943,-102.521915
Burleigh ND,52.3,46.822761,-100.761508
Cass ND,49.9,46.860506,-96.861406
Cavalier ND,,48.755612,-98.41499
Dickey ND,,46.087766,-98.328185
Divide ND,,48.874965,-103.348927
Dunn ND,,47.332654,-102.643252
Eddy ND,,47.707976,-99.051857
Emmons ND,,46.265684,-100.210914
Foster ND,,47.461156,-99.040279
Grand Forks ND,49.3,47.907658,-97.120998
Grant ND,,46.387962,-101.711807
Griggs ND,,47.451199,-98.18781
Hettinger ND,,46.448932,-102.544717
Kidder ND,,46.919486,-99.813669
Lamoure ND,,,
Logan ND,,46.498411,-99.548585
McHenry ND,59.6,48.182793,-100.694529
McIntosh ND,,46.144162,-99.492295
Mckenzie ND,,,
Mclean ND,54.3,,
Mercer ND,59.8,47.297717,-101.710274
Morton ND,55.9,46.819739,-101.011434
Mountrail ND,50.7,48.134702,-102.371315
Nelson ND,,47.919339,-98.209414
Oliver ND,,47.121328,-101.307901
Pembina ND,55.6,48.789947,-97.582307
Pierce ND,,48.328166,-99.988011
Ramsey ND,51.4,48.136409,-98.834844
Ransom ND,58.9,46.478257,-97.657193
Renville ND,,48.721416,-101.526364
Rolette ND,37.6,48.836027,-99.817363
Sargent ND,,46.163745,-97.591691
Sheridan ND,,47.576556,-100.340156
Sioux SD,,,
Slope ND,,46.411465,-103.443746
Stark ND,63.6,46.879757,-102.785075
Steele ND,,47.459656,-97.746445
Stutsman ND,53.5,46.915799,-98.744696
Towner ND,,48.584615,-99.234305
Traill ND,55.0,47.491264,-97.226828
Walsh ND,56.4,48.390892,-97.555232
Ward ND,54.1,48.256527,-101.329338
Wells ND,,47.676761,-99.781286
Williams ND,61.6,48.199801,-103.563682
Adams OH,40.5,38.848346,-83.517043
Allen OH,39.3,40.757675,-84.121928
Ashland OH,44.7,40.855217,-82.285667
Ashtabula OH,40.6,41.795339,-80.767571
Athens OH,39.0,39.345128,-82.10024
Auglaize OH,47.3,40.545245,-84.269481
Belmont WV,45.7,,
Brown OH,41.5,38.948158,-83.892944
Butler OH,38.6,39.410684,-84.500267
Carroll OH,43.6,40.608318,-81.114892
Champaign OH,41.0,40.120684,-83.76028
Clark OH,36.5,39.927147,-83.832287
Clermont OH,40.7,39.103441,-84.212568
Clinton OH,39.0,39.410549,-83.842336
Columbiana OH,42.9,40.777774,-80.730264
Coshocton OH,38.7,40.290804,-81.86512
Crawford OH,40.6,40.797377,-82.874776
Cuyahoga OH,36.4,41.449624,-81.676037
Darke OH,46.6,40.115612,-84.608214
Defiance OH,41.2,41.295398,-84.449086
Delaware OH,40.9,40.216351,-83.013223
Erie OH,40.3,41.405481,-82.627891
Fairfield OH,41.2,39.795111,-82.666944
Fayette OH,37.5,39.549717,-83.443808
Franklin OH,36.0,39.999581,-82.993223
Fulton OH,46.7,41.5785,-84.094751
Gallia OH,39.1,38.830629,-82.274096
Geauga OH,46.3,41.489615,-81.221561
Greene OH,38.9,39.726404,-83.996686
Guernsey OH,42.4,40.016788,-81.541827
Hamilton OH,35.7,39.180332,-84.50859
Hancock OH,43.1,41.039056,-83.641951
Hancock OH,40.5,41.039056,-83.641951
Hancock OH,43.1,41.039056,-83.641951
Hancock OH,40.5,41.039056,-83.641951
Hardin OH,43.3,40.689386,-83.675755
Harrison OH,45.1,40.308636,-81.050672
Henry OH,47.3,41.358702,-84.076961
Highland OH,39.0,39.220062,-83.581988
Hocking OH,40.0,39.522194,-82.446275
Holmes OH,46.6,40.567391,-81.872764
Huron OH,43.4,41.175374,-82.614391
Jackson OH,39.1,39.036265,-82.610661
Jefferson OH,40.8,40.365108,-80.694228
Knox OH,44.3,40.399128,-82.454649
Lake OH,43.4,41.685888,-81.319338
Licking OH,39.9,40.05271,-82.515759
Logan OH,41.0,40.383676,-83.779471
Lorain OH,38.3,41.38987,-82.112376
Lucas OH,35.9,41.652803,-83.615345
Madison OH,39.4,39.924376,-83.379953
Mahoning OH,40.3,41.049535,-80.696308
Marion OH,39.2,40.58206,-83.129156
Medina OH,44.8,41.144056,-81.84012
Meigs OH,43.8,39.060946,-82.013323
Mercer OH,51.5,40.517287,-84.608376
Mercer OH,43.2,40.517287,-84.608376
Mercer OH,51.5,40.517287,-84.608376
Mercer OH,43.2,40.517287,-84.608376
Miami OH,42.6,40.046907,-84.234863
Monroe WV,49.0,37.528463,-80.636561
Montgomery OH,35.8,39.746151,-84.207549
Morgan OH,41.7,39.61669,-81.866143
Morrow OH,40.7,40.518848,-82.795365
Muskingum OH,40.2,39.961284,-81.996883
Noble OH,49.0,39.77163,-81.485165
Ottawa OH,44.6,41.531718,-83.081463
Paulding OH,43.8,41.132218,-84.584535
Perry OH,39.6,39.754136,-82.234082
Pickaway OH,38.0,39.666509,-82.993084
Pike OH,38.5,39.083994,-83.038173
Portage OH,42.5,41.17947,-81.273457
Preble OH,42.2,39.743738,-84.624466
Putnam OH,51.1,41.0083,-84.11802
Richland OH,39.4,40.762374,-82.540347
Ross OH,37.2,39.340682,-83.022104
Sandusky OH,42.5,41.341058,-83.101952
Scioto OH,38.6,38.781629,-82.945444
Seneca OH,44.3,41.127601,-83.201322
Shelby OH,42.5,40.318869,-84.192139
Stark OH,39.8,40.837013,-81.387172
Summit OH,37.9,41.112957,-81.512898
Trumbull OH,39.2,41.240415,-80.759806
Tuscarawas OH,45.1,40.479556,-81.465322
Union OH,42.4,40.252214,-83.350113
Van Wert OH,42.6,40.856353,-84.565522
Vinton OH,39.3,39.240104,-82.503644
Warren OH,43.4,39.424293,-84.245128
Washington WV,43.3,,
Wayne OH,43.3,40.838544,-81.864335
Williams OH,45.9,41.533691,-84.573035
Wood OH,43.4,41.44828,-83.601066
Wyandot OH,48.9,40.865953,-83.298153
Adair OK,39.6,35.887523,-94.63575
Alfalfa OK,,36.660625,-98.318501
Atoka OK,45.0,34.324459,-96.090179
Beaver KS,54.0,,
Beckham OK,52.1,35.361391,-99.512486
Blaine OK,49.1,35.884817,-98.420662
Bryan TX,41.2,,
Caddo OK,43.9,35.147225,-98.338494
Canadian OK,46.9,35.491254,-97.78114
Carter OK,44.3,34.192075,-97.20457
Cherokee OK,40.7,35.900171,-94.994163
Choctaw OK,41.5,34.020247,-95.533567
Cimarron OK,,36.729185,-102.485321
Cleveland OK,44.7,35.266627,-97.447024
Coal OK,,34.546448,-96.278023
Comanche OK,41.8,34.629215,-98.421648
Cotton OK,47.4,34.307791,-98.332256
Craig OK,44.9,36.675666,-95.153823
Creek OK,42.9,35.974422,-96.233839
Custer OK,49.2,35.547405,-98.839507
Delaware OK,41.8,36.463017,-94.794943
Dewey OK,60.1,36.052429,-99.06334
Ellis OK,,36.265997,-99.784141
Garfield OK,46.4,36.398165,-97.883789
Garvin OK,48.2,34.735648,-97.288696
Grady OK,47.1,35.099526,-97.861894
Grant OK,,36.762627,-97.774047
Greer OK,,34.915219,-99.459421
Harmon OK,,34.694761,-99.897993
Harper OK,,36.771519,-99.757532
Haskell AR,47.1,,
Hughes OK,45.6,35.081959,-96.32078
Jackson OK,45.0,34.653404,-99.335932
Jefferson OK,50.3,34.128114,-97.866159
Johnston OK,46.9,34.263937,-96.654549
Kay OK,44.2,36.745203,-97.128546
Kingfisher OK,50.5,35.915329,-97.912409
Kiowa OK,45.7,34.936358,-99.015436
Latimer AR,45.6,,
Le Flore OK,45.8,35.061854,-94.641301
Lincoln OK,45.8,35.659026,-96.882293
Logan OK,43.7,35.832833,-97.439988
Love OK,47.2,33.927597,-97.171716
Mcclain OK,47.2,,
McCurtain OK,42.0,34.001191,-94.816419
McIntosh OK,42.1,35.38549,-95.580112
Major OK,56.2,36.301932,-98.421761
Marshall OK,46.1,34.020632,-96.754422
Mayes OK,43.1,36.292914,-95.235555
Murray OK,46.4,34.507027,-97.028909
Muskogee OK,41.3,35.709969,-95.368317
Noble OK,45.2,36.322823,-97.233709
Nowata KS,46.3,,
Okfuskee OK,42.9,35.44943,-96.333303
Oklahoma OK,40.4,35.519307,-97.510552
Okmulgee OK,41.8,35.61535,-95.967902
Osage OK,41.2,36.424523,-96.241685
Ottawa MO,42.3,,
Pawnee OK,47.5,36.273127,-96.549785
Payne OK,46.0,36.091385,-97.003156
Pittsburg AR,43.0,,
Pontotoc OK,45.1,34.773665,-96.6714
Pottawatomie OK,41.6,35.317085,-96.951814
Pushmataha OK,45.3,34.336743,-95.477215
Roger Mills OK,,35.633256,-99.654582
Rogers OK,44.7,36.317138,-95.644612
Seminole OK,41.6,35.18355,-96.628173
Sequoyah AR,42.7,,
Stephens OK,47.9,34.517163,-97.945593
Texas OK,49.0,36.71352,-101.449911
Tillman OK,45.6,34.380456,-98.972769
Tulsa OK,40.0,36.105918,-95.914798
Wagoner OK,44.5,36.011259,-95.612267
Washita OK,51.0,35.313031,-99.056867
Woods OK,52.7,36.764048,-98.719763
Woodward OK,50.5,36.426108,-99.383837
Baker OR,46.2,44.779398,-117.765487
Benton OR,42.1,44.571181,-123.278972
Clackamas OR,43.2,45.363365,-122.57415
Clatsop OR,42.7,46.098033,-123.837442
Columbia OR,42.4,45.893189,-122.93005
Coos OR,41.2,43.305343,-124.231247
Crook OR,43.6,44.285943,-120.839327
Curry CA,40.8,,
Deschutes OR,42.2,44.092071,-121.30565
Douglas OR,40.6,43.237447,-123.386761
Gilliam OR,,45.438181,-120.194384
Grant OR,49.7,44.450864,-119.001015
Harney OR,44.0,43.522141,-118.986738
Hood River OR,45.6,45.655533,-121.563132
Jackson OR,41.0,42.34699,-122.858316
Jefferson OR,35.6,44.601999,-121.193198
Josephine OR,40.7,42.404127,-123.386809
Klamath CA,41.4,,
Lake OR,47.9,42.490564,-120.479309
Lane OR,39.7,44.038338,-123.117351
Lincoln OR,40.7,44.712447,-124.000861
Linn OR,39.5,44.554621,-122.959618
Malheur OR,43.8,43.971312,-117.062987
Marion OR,40.9,44.96169,-122.954793
Morrow WA,44.3,,
Multnomah OR,39.1,45.517889,-122.588705
Polk OR,41.5,44.920133,-123.211525
Sherman OR,,45.522409,-120.726192
Tillamook OR,41.9,45.467428,-123.858675
Umatilla OR,42.8,45.798618,-118.952064
Union OR,44.9,45.341758,-118.019473
Wallowa OR,47.7,45.443081,-117.310593
Wasco OR,43.2,45.536003,-121.202594
Wheeler OR,,44.839441,-120.085187
Yamhill OR,41.6,45.237712,-123.140448
Adams PA,48.6,39.851863,-77.158646
Allegheny PA,42.8,40.446249,-79.966538
Armstrong PA,49.1,40.769725,-79.511347
Beaver PA,44.7,40.684545,-80.302592
Bedford PA,48.0,40.053372,-78.477467
Berks PA,44.3,40.364226,-75.908729
Blair PA,43.9,40.485519,-78.3772
Bradford PA,49.1,41.829722,-76.526197
Bucks PA,47.2,40.238922,-75.024632
Butler PA,48.6,40.829199,-79.958665
Cambria PA,48.7,40.406479,-78.800168
Cameron PA,45.9,41.502183,-78.236901
Carbon PA,48.1,40.871762,-75.708746
Centre PA,47.3,40.841087,-77.838248
Chester PA,46.1,39.990871,-75.679351
Clarion PA,50.8,41.183479,-79.427108
Clearfield PA,47.0,40.988404,-78.495829
Clinton PA,47.5,41.141257,-77.451745
Columbia PA,46.7,41.037606,-76.390955
Crawford PA,45.1,41.665952,-80.101229
Dauphin PA,40.1,40.306988,-76.796622
Delaware PA,43.8,39.921778,-75.348629
Elk PA,48.7,41.419475,-78.620668
Erie PA,42.2,42.068053,-80.071718
Fayette PA,44.7,39.949668,-79.71427
Forest PA,,41.491795,-79.241027
Franklin PA,46.2,39.882739,-77.656246
Fulton PA,47.2,39.919336,-78.086385
Greene PA,49.8,39.876467,-80.117573
Huntingdon PA,46.9,40.424965,-78.002675
Indiana PA,51.4,40.616037,-79.129455
Jefferson PA,48.9,41.085708,-78.964758
Jefferson PA,39.3,41.085708,-78.964758
Jefferson PA,48.9,41.085708,-78.964758
Jefferson PA,39.3,41.085708,-78.964758
Juniata PA,49.5,40.571523,-77.329618
Lackawanna PA,45.8,41.441266,-75.636058
Lancaster PA,44.7,40.073653,-76.290855
Lawrence OH,44.4,38.503018,-82.540684
Lebanon PA,46.7,40.341615,-76.442891
Lehigh PA,43.9,40.599225,-75.50897
Luzerne PA,45.9,41.199679,-75.929184
Lycoming PA,45.4,41.249888,-76.98414
McKean NY,45.7,,
Mifflin PA,43.1,40.602421,-77.615982
Monroe PA,44.3,41.037307,-75.308191
Montgomery PA,47.0,40.169886,-75.313634
Montour PA,43.9,40.997428,-76.630083
Northampton PA,45.0,40.699705,-75.320519
Northumberland PA,48.5,40.873395,-76.682108
Perry PA,46.2,40.410162,-77.152841
Philadelphia PA,37.1,40.004629,-75.139469
Pike PA,44.8,41.302232,-74.985987
Potter NY,50.8,,
Schuylkill PA,49.1,40.713737,-76.197364
Snyder PA,47.3,40.786765,-76.981311
Somerset PA,48.7,40.031352,-79.010484
Sullivan PA,,41.470773,-76.49082
Susquehanna NY,49.0,,
Union PA,48.8,40.97426,-76.957803
Venango PA,44.9,41.406083,-79.766084
Warren PA,44.4,41.851752,-79.238649
Wayne PA,48.1,41.539119,-75.3089
Westmoreland PA,47.2,40.339402,-79.591786
Wyoming PA,47.5,41.539714,-75.938352
York PA,44.2,39.942113,-76.750832
Kent RI,44.7,41.699105,-71.487993
Newport RI,41.3,41.548265,-71.266661
Providence RI,42.3,41.856551,-71.450538
Washington RI,44.0,41.46723,-71.589511
Abbeville SC,36.9,34.238459,-82.422325
Aiken GA,37.5,,
Allendale SC,32.5,32.994406,-81.292207
Anderson SC,36.9,34.557505,-82.618277
Bamberg SC,35.0,33.269763,-81.074156
Barnwell SC,35.0,33.29489,-81.35449
Beaufort GA,36.7,,
Berkeley SC,39.0,33.068108,-80.032851
Calhoun SC,36.0,33.67638,-80.819428
Charleston SC,36.7,32.822801,-79.979214
Cherokee SC,34.5,35.080073,-81.64701
Chester NC,34.9,,
Chesterfield SC,35.7,34.682027,-80.144685
Clarendon SC,36.2,33.691189,-80.206489
Colleton SC,36.2,32.916002,-80.655455
Darlington SC,35.3,34.326829,-79.983805
Dillon SC,34.6,34.39471,-79.359942
Dorchester SC,39.3,33.000816,-80.21761
Edgefield SC,34.9,33.722044,-81.920292
Fairfield SC,32.7,34.361469,-81.073993
Florence SC,36.2,34.100049,-79.760954
Georgetown SC,35.8,33.453334,-79.269399
Greenville SC,37.0,34.847691,-82.335536
Greenwood SC,35.0,34.204262,-82.148595
Hampton SC,36.3,32.800714,-81.118468
Horry SC,36.7,33.786228,-78.940096
Kershaw SC,37.9,34.259654,-80.645219
Lancaster NC,35.4,,
Laurens SC,36.0,34.504773,-82.026131
Lee SC,34.3,34.181555,-80.265139
Lexington SC,39.3,33.958732,-81.213684
McCormick SC,34.0,33.883028,-82.293659
Marion SC,34.6,34.164265,-79.336829
Marlboro SC,33.8,34.635883,-79.670645
Newberry SC,37.3,34.268079,-81.575787
Oconee SC,39.9,34.707761,-83.005464
Orangeburg SC,35.3,33.471516,-80.799081
Pickens SC,38.7,34.809329,-82.686452
Richland SC,34.4,34.060483,-80.98649
Saluda SC,36.5,33.995666,-81.706529
Spartanburg SC,37.0,34.962731,-82.000163
Sumter SC,36.4,33.929411,-80.387303
Union SC,34.5,34.73195,-81.625389
Williamsburg SC,36.5,33.654581,-79.733271
York NC,36.9,,
Aurora SD,,43.694057,-98.531305
Beadle SD,51.7,44.368344,-98.226727
Bennett SD,,43.208288,-101.786034
Bon Homme SD,56.3,42.965559,-97.860351
Brookings SD,52.5,44.312257,-96.786838
Brown SD,51.4,45.477807,-98.448464
Brule SD,50.0,43.762079,-99.188651
Buffalo SD,,44.05926,-99.375243
Butte SD,51.0,44.672144,-103.761216
Campbell SD,,45.802878,-100.101667
Charles Mix SD,43.8,43.173936,-98.516453
Clark SD,,44.839529,-97.710087
Clay SD,49.0,42.811174,-96.93806
Codington SD,51.1,44.913901,-97.131386
Corson SD,,45.764089,-100.924599
Custer SD,46.1,43.739996,-103.518429
Davison SD,51.1,43.706368,-98.041463
Day SD,54.4,45.364549,-97.520104
Deuel SD,,44.736642,-96.658745
Dewey SD,35.8,45.116808,-101.117074
Douglas SD,,43.37109,-98.357737
Edmunds SD,,45.453502,-99.160435
Fall River SD,48.1,43.388192,-103.514809
Faulk SD,,45.077019,-99.11707
Gregory SD,54.2,43.182985,-99.278797
Haakon SD,,44.130701,-101.577551
Hamlin SD,59.9,44.647395,-97.142214
Hand SD,,44.529314,-98.990895
Hanson SD,,43.658195,-97.780795
Harding SD,,45.612413,-103.525357
Hughes SD,45.0,44.382662,-100.305241
Hutchinson SD,60.2,43.336046,-97.746735
Hyde SD,,44.511151,-99.46011
Jackson SD,,43.662756,-101.651749
Jerauld SD,,44.087702,-98.562253
Jones SD,,43.902516,-100.697764
Kingsbury SD,58.8,44.374375,-97.405002
Lake SD,52.7,44.002691,-97.10012
Lawrence SD,49.6,44.447051,-103.800718
Lincoln SD,51.8,43.427562,-96.746072
Lyman SD,,43.951381,-99.721302
McCook SD,57.2,43.666866,-97.344878
McPherson SD,,45.760167,-99.263772
Marshall SD,,45.766216,-97.619971
Meade SD,47.5,44.296996,-103.288909
Mellette SD,,43.548671,-100.814632
Miner SD,,44.01589,-97.555355
Minnehaha SD,47.8,43.559391,-96.732329
Moody SD,50.6,44.019542,-96.65761
Pennington SD,43.3,44.064633,-103.213752
Perkins ND,,,
Potter SD,,45.076727,-99.909039
Roberts SD,43.1,45.61302,-96.952207
Sanborn SD,,44.006288,-98.149484
Shannon SD,23.7,43.186406,-102.487474
Spink SD,57.9,44.910381,-98.429642
Stanley SD,,44.363198,-100.436337
Sully SD,,44.710627,-100.121731
Todd SD,24.3,43.248143,-100.783743
Tripp SD,50.7,43.349802,-99.851545
Turner SD,55.6,43.301965,-97.115892
Walworth SD,46.7,45.520019,-100.313424
Yankton SD,52.7,42.902431,-97.394907
Ziebach SD,,44.939041,-101.524925
Anderson TN,39.2,36.082029,-84.180288
Bedford TN,37.3,35.51241,-86.464741
Benton TN,39.2,36.071513,-88.09002
Bledsoe TN,42.8,35.612132,-85.195883
Blount TN,38.3,35.752926,-83.973022
Bradley TN,39.4,35.166015,-84.859341
Campbell TN,38.3,36.383124,-84.125923
Cannon TN,44.2,35.80032,-86.06262
Carroll TN,40.0,36.018048,-88.464475
Carter TN,37.9,36.318376,-82.201421
Cheatham TN,39.4,36.269635,-87.063974
Chester TN,43.0,35.436863,-88.622571
Claiborne TN,39.8,36.491598,-83.64175
Cocke TN,36.9,35.947227,-83.174767
Coffee TN,40.2,35.454014,-86.124954
Crockett TN,38.8,35.789488,-89.122632
Cumberland TN,41.1,35.954565,-85.020109
Davidson TN,35.5,36.140596,-86.74545
Decatur TN,45.0,35.610752,-88.126566
Dekalb TN,39.9,,
Dickson TN,40.5,36.106096,-87.345598
Dyer TN,39.0,36.058797,-89.359385
Fayette TN,34.5,35.203083,-89.470445
Fentress TN,39.1,36.365518,-84.93663
Franklin TN,39.4,35.206924,-86.116239
Gibson TN,38.3,35.938053,-88.876406
Giles TN,43.0,35.191241,-87.031071
Grainger TN,39.7,36.269199,-83.483361
Greene TN,38.5,36.177294,-82.833456
Grundy TN,38.4,35.341946,-85.720235
Hamblen TN,38.2,36.215973,-83.296406
Hamilton TN,37.0,35.093485,-85.205177
Hancock TN,,36.517795,-83.23135
Hardeman TN,37.0,35.22229,-89.017224
Hardin MS,39.3,,
Hawkins TN,37.7,36.462944,-82.873902
Haywood TN,34.1,35.586187,-89.267291
Henderson TN,40.1,35.648436,-88.402036
Henry TN,39.2,36.319164,-88.293739
Houston TN,43.2,36.304687,-87.70333
Humphreys TN,39.1,36.072233,-87.774505
Jackson TN,40.1,36.329916,-85.628303
Jefferson TN,38.6,36.067034,-83.453522
Johnson NC,36.2,,
Knox TN,37.0,35.973839,-83.985913
Lake TN,,36.357362,-89.468133
Lauderdale TN,36.2,35.762745,-89.54174
Lewis TN,42.3,35.533806,-87.523745
Lincoln AL,43.1,,
Loudon TN,39.3,35.759679,-84.286322
McMinn TN,39.4,35.425632,-84.598553
McNairy TN,39.4,35.177181,-88.542589
Macon TN,43.2,36.535537,-86.022066
Madison TN,35.8,35.650005,-88.822589
Marion TN,40.5,35.109364,-85.604158
Maury TN,37.2,35.623,-87.045667
Meigs TN,38.9,35.503802,-84.815615
Monroe TN,38.9,35.517149,-84.353878
Montgomery TN,39.0,36.551703,-87.352951
Moore TN,,35.297553,-86.341444
Morgan TN,39.3,36.098632,-84.590381
Obion TN,36.9,36.396173,-89.080699
Overton TN,42.1,36.348292,-85.322853
Perry TN,37.5,35.652569,-87.858652
Pickett TN,,36.566056,-85.141613
Polk TN,39.0,35.125651,-84.565986
Putnam TN,40.7,36.163405,-85.503295
Rhea TN,40.4,35.556242,-84.955218
Roane TN,37.7,35.882073,-84.524136
Robertson TN,40.7,36.484933,-86.832296
Rutherford TN,39.5,35.892016,-86.44798
Sequatchie TN,40.3,35.354219,-85.392052
Sevier TN,37.0,35.861562,-83.580944
Shelby TN,33.0,35.131228,-89.894188
Smith TN,42.5,36.241092,-85.968484
Stewart TN,44.0,36.493717,-87.798679
Sullivan TN,37.7,36.531452,-82.394917
Sumner TN,41.0,36.398559,-86.536931
Tipton TN,37.0,35.478427,-89.748046
Trousdale TN,40.5,36.393982,-86.170445
Unicoi TN,38.4,36.149453,-82.396177
Union TN,38.9,36.243267,-83.816526
Van Buren TN,,35.723509,-85.45447
Warren TN,39.1,35.695537,-85.792646
Washington TN,37.0,36.324631,-82.434713
Washington TN,37.0,36.324631,-82.434713
Washington TN,42.1,36.324631,-82.434713
Washington VA,42.1,36.703579,-81.972246
Wayne AL,45.3,,
Weakley TN,40.8,36.292721,-88.773558
White TN,39.6,35.939892,-85.487471
Williamson TN,42.4,35.920355,-86.85552
Wilson TN,41.3,36.201286,-86.404093
Anderson TX,42.4,31.776143,-95.687072
Andrews TX,57.2,32.32166,-102.542123
Angelina TX,42.2,31.312605,-94.714115
Aransas TX,45.8,28.030072,-97.071875
Archer TX,50.0,33.70449,-98.610345
Armstrong TX,,35.085722,-101.392092
Atascosa TX,46.0,29.034632,-98.576202
Austin TX,46.1,29.853256,-96.221858
Bailey TX,48.1,34.216557,-102.745529
Bandera TX,47.0,29.703543,-99.036031
Bastrop TX,41.7,30.144282,-97.358916
Baylor TX,,33.596338,-99.26133
Bee TX,44.4,28.396655,-97.736901
Bell TX,39.6,31.084262,-97.592082
Bexar TX,40.4,29.479255,-98.525238
Blanco TX,48.3,30.185496,-98.393265
Borden TX,,32.746089,-101.426185
Bosque TX,44.8,31.86216,-97.576972
Bowie TX,39.1,33.436159,-94.203466
